State,City,Year,Season,Crop,Area,avgTemp,Cloud Cover,maxTemp,Precipitation,vapPressure,Rainfall,Wet Day Freq,minTemp,Production
Gujarat,Dahod,2003,Kharif,Other Kharif pulses,300,29.7004,53.4274,38.399,897.825,25.4096,750.19,35.9337,22.131,200
Gujarat,Dahod,2003,Kharif,Rice,54600,29.7004,53.4274,38.399,897.825,25.4096,750.19,35.9337,22.131,75200
Gujarat,Dahod,2003,Kharif,Sesamum,1000,29.7004,53.4274,38.399,897.825,25.4096,750.19,35.9337,22.131,600
Gujarat,Dahod,2003,Kharif,Small millets,1800,29.7004,53.4274,38.399,897.825,25.4096,750.19,35.9337,22.131,500
Gujarat,Dahod,2003,Kharif,Urad,13300,29.7004,53.4274,38.399,897.825,25.4096,750.19,35.9337,22.131,6300
Gujarat,Dahod,2003,Rabi,Gram,43400,23.458,9.8475,33.838,11.946,11.6765,19.4,1.7403,13.298,36500
Gujarat,Dahod,2003,Rabi,Jowar,300,23.458,9.8475,33.838,11.946,11.6765,19.4,1.7403,13.298,200
Gujarat,Dahod,2003,Rabi,Other  Rabi pulses,500,23.458,9.8475,33.838,11.946,11.6765,19.4,1.7403,13.298,200
Gujarat,Dahod,2003,Rabi,Rapeseed &Mustard,200,23.458,9.8475,33.838,11.946,11.6765,19.4,1.7403,13.298,300
Gujarat,Dahod,2003,Rabi,Small millets,100,23.458,9.8475,33.838,11.946,11.6765,19.4,1.7403,13.298,100
Gujarat,Dahod,2003,Rabi,Wheat,47800,23.458,9.8475,33.838,11.946,11.6765,19.4,1.7403,13.298,96600
Gujarat,Dahod,2003,Summer,Groundnut,400,30.646,20.402,41.332,4.292,16.4863333333333,278.06,1.9486,18.222,600
Gujarat,Dahod,2003,Whole Year,Dry chillies,500,27.856,30.6444166666667,41.332,914.063,18.6010833333333,349.22,39.6226,13.298,300
Gujarat,Dahod,2003,Whole Year,Garlic,200,27.856,30.6444166666667,41.332,914.063,18.6010833333333,349.22,39.6226,13.298,1600
Gujarat,Dahod,2003,Whole Year,Onion,600,27.856,30.6444166666667,41.332,914.063,18.6010833333333,349.22,39.6226,13.298,18400
Gujarat,Dahod,2004,Kharif,Arhar/Tur,17600,28.4598,53.4274,36.479,1350.781,24.7108,700.31,42.0314,20.858,23000
Gujarat,Dahod,2004,Kharif,Castor seed,100,28.4598,53.4274,36.479,1350.781,24.7108,700.31,42.0314,20.858,200
Gujarat,Dahod,2004,Kharif,Cotton(lint),1800,28.4598,53.4274,36.479,1350.781,24.7108,700.31,42.0314,20.858,7300
Gujarat,Dahod,2004,Kharif,Groundnut,2400,28.4598,53.4274,36.479,1350.781,24.7108,700.31,42.0314,20.858,2100
Gujarat,Dahod,2004,Kharif,Jowar,400,28.4598,53.4274,36.479,1350.781,24.7108,700.31,42.0314,20.858,300
Gujarat,Dahod,2004,Kharif,Maize,124000,28.4598,53.4274,36.479,1350.781,24.7108,700.31,42.0314,20.858,78900
Gujarat,Dahod,2004,Kharif,Moong(Green Gram),600,28.4598,53.4274,36.479,1350.781,24.7108,700.31,42.0314,20.858,200
Gujarat,Dahod,2004,Kharif,Other Cereals & Millets,800,28.4598,53.4274,36.479,1350.781,24.7108,700.31,42.0314,20.858,400
Gujarat,Dahod,2004,Kharif,Other Kharif pulses,300,28.4598,53.4274,36.479,1350.781,24.7108,700.31,42.0314,20.858,100
Gujarat,Dahod,2004,Kharif,Rice,49700,28.4598,53.4274,36.479,1350.781,24.7108,700.31,42.0314,20.858,39300
Gujarat,Dahod,2004,Kharif,Sesamum,1000,28.4598,53.4274,36.479,1350.781,24.7108,700.31,42.0314,20.858,300
Gujarat,Dahod,2004,Kharif,Small millets,800,28.4598,53.4274,36.479,1350.781,24.7108,700.31,42.0314,20.858,400
Gujarat,Dahod,2004,Kharif,Urad,16400,28.4598,53.4274,36.479,1350.781,24.7108,700.31,42.0314,20.858,4800
Gujarat,Dahod,2004,Rabi,Gram,40600,22.6965,9.8475,32.866,6.477,11.3645,18.6,1.86,13.396,33500
Gujarat,Dahod,2004,Rabi,Jowar,200,22.6965,9.8475,32.866,6.477,11.3645,18.6,1.86,13.396,200
Gujarat,Dahod,2004,Rabi,Other  Rabi pulses,200,22.6965,9.8475,32.866,6.477,11.3645,18.6,1.86,13.396,
Gujarat,Dahod,2004,Rabi,Other Cereals & Millets,100,22.6965,9.8475,32.866,6.477,11.3645,18.6,1.86,13.396,
Gujarat,Dahod,2004,Rabi,Rapeseed &Mustard,200,22.6965,9.8475,32.866,6.477,11.3645,18.6,1.86,13.396,300
Gujarat,Dahod,2004,Rabi,Wheat,55600,22.6965,9.8475,32.866,6.477,11.3645,18.6,1.86,13.396,110300
Gujarat,Dahod,2004,Summer,Bajra,100,31.1143333333333,20.402,41.424,5.331,16.701,330.24,2.7628,19.618,100
Gujarat,Dahod,2004,Summer,Groundnut,800,31.1143333333333,20.402,41.424,5.331,16.701,330.24,2.7628,19.618,1400
Gujarat,Dahod,2004,Whole Year,Dry chillies,400,27.2023333333333,30.6444166666667,41.424,1362.589,18.2595833333333,349.72,46.6542,13.396,200
Gujarat,Dahod,2004,Whole Year,Garlic,300,27.2023333333333,30.6444166666667,41.424,1362.589,18.2595833333333,349.72,46.6542,13.396,1500
Gujarat,Dahod,2004,Whole Year,Onion,700,27.2023333333333,30.6444166666667,41.424,1362.589,18.2595833333333,349.72,46.6542,13.396,19400
Gujarat,Dahod,2005,Kharif,Arhar/Tur,17700,30.3134,53.5762,39.657,719.494,25.8624,800.17,31.9158,22.693,22400
Gujarat,Dahod,2005,Kharif,Castor seed,100,30.3134,53.5762,39.657,719.494,25.8624,800.17,31.9158,22.693,200
Gujarat,Dahod,2005,Kharif,Cotton(lint),900,30.3134,53.5762,39.657,719.494,25.8624,800.17,31.9158,22.693,2700
Gujarat,Dahod,2005,Kharif,Groundnut,1500,30.3134,53.5762,39.657,719.494,25.8624,800.17,31.9158,22.693,2600
Gujarat,Dahod,2005,Kharif,Jowar,400,30.3134,53.5762,39.657,719.494,25.8624,800.17,31.9158,22.693,400
Gujarat,Dahod,2005,Kharif,Maize,108800,30.3134,53.5762,39.657,719.494,25.8624,800.17,31.9158,22.693,155700
Gujarat,Dahod,2005,Kharif,Moong(Green Gram),800,30.3134,53.5762,39.657,719.494,25.8624,800.17,31.9158,22.693,500
Gujarat,Dahod,2005,Kharif,Other Cereals & Millets,1100,30.3134,53.5762,39.657,719.494,25.8624,800.17,31.9158,22.693,400
Gujarat,Dahod,2005,Kharif,Other Kharif pulses,300,30.3134,53.5762,39.657,719.494,25.8624,800.17,31.9158,22.693,100
Gujarat,Dahod,2005,Kharif,Rice,44900,30.3134,53.5762,39.657,719.494,25.8624,800.17,31.9158,22.693,35800
Gujarat,Dahod,2005,Kharif,Sesamum,1000,30.3134,53.5762,39.657,719.494,25.8624,800.17,31.9158,22.693,400
Gujarat,Dahod,2005,Kharif,Urad,16600,30.3134,53.5762,39.657,719.494,25.8624,800.17,31.9158,22.693,7400
Gujarat,Dahod,2005,Rabi,Gram,33800,22.55025,9.80775,32.946,6.794,11.188,17.3,2.8173,11.11,28700
Gujarat,Dahod,2005,Rabi,Jowar,200,22.55025,9.80775,32.946,6.794,11.188,17.3,2.8173,11.11,200
Gujarat,Dahod,2005,Rabi,Other  Rabi pulses,700,22.55025,9.80775,32.946,6.794,11.188,17.3,2.8173,11.11,500
Gujarat,Dahod,2005,Rabi,Other Cereals & Millets,2100,22.55025,9.80775,32.946,6.794,11.188,17.3,2.8173,11.11,2700
Gujarat,Dahod,2005,Rabi,Rapeseed &Mustard,300,22.55025,9.80775,32.946,6.794,11.188,17.3,2.8173,11.11,500
Gujarat,Dahod,2005,Rabi,Wheat,34300,22.55025,9.80775,32.946,6.794,11.188,17.3,2.8173,11.11,73400
Gujarat,Dahod,2005,Summer,Bajra,100,30.4443333333333,20.402,40.999,12.912,16.287,300.11,2.996,17.96,200
Gujarat,Dahod,2005,Summer,Groundnut,600,30.4443333333333,20.402,40.999,12.912,16.287,300.11,2.996,17.96,1000
Gujarat,Dahod,2005,Whole Year,Dry chillies,200,27.7584166666667,30.6931666666667,40.999,739.2,18.5770833333333,372.53,37.7291,11.11,200
Gujarat,Dahod,2005,Whole Year,Garlic,100,27.7584166666667,30.6931666666667,40.999,739.2,18.5770833333333,372.53,37.7291,11.11,1000
Gujarat,Dahod,2005,Whole Year,Onion,700,27.7584166666667,30.6931666666667,40.999,739.2,18.5770833333333,372.53,37.7291,11.11,19900
Gujarat,Dahod,2006,Kharif,Arhar/Tur,16200,29.2,58.092,38.22,1103.064,25.1366,792.28,42.5985,20.758,17700
Gujarat,Dahod,2006,Kharif,Castor seed,300,29.2,58.092,38.22,1103.064,25.1366,792.28,42.5985,20.758,500
Gujarat,Dahod,2006,Kharif,Cotton(lint),1200,29.2,58.092,38.22,1103.064,25.1366,792.28,42.5985,20.758,2300
Gujarat,Dahod,2006,Kharif,Groundnut,1400,29.2,58.092,38.22,1103.064,25.1366,792.28,42.5985,20.758,1300
Gujarat,Dahod,2006,Kharif,Jowar,400,29.2,58.092,38.22,1103.064,25.1366,792.28,42.5985,20.758,400
Gujarat,Dahod,2006,Kharif,Maize,99100,29.2,58.092,38.22,1103.064,25.1366,792.28,42.5985,20.758,13500
Gujarat,Dahod,2006,Kharif,Moong(Green Gram),900,29.2,58.092,38.22,1103.064,25.1366,792.28,42.5985,20.758,300
Gujarat,Dahod,2006,Kharif,Other Cereals & Millets,500,29.2,58.092,38.22,1103.064,25.1366,792.28,42.5985,20.758,200
Gujarat,Dahod,2006,Kharif,Other Kharif pulses,500,29.2,58.092,38.22,1103.064,25.1366,792.28,42.5985,20.758,200
Gujarat,Dahod,2006,Kharif,Rice,45700,29.2,58.092,38.22,1103.064,25.1366,792.28,42.5985,20.758,38700
Gujarat,Dahod,2006,Kharif,Sesamum,1100,29.2,58.092,38.22,1103.064,25.1366,792.28,42.5985,20.758,200
Gujarat,Dahod,2006,Kharif,Urad,14000,29.2,58.092,38.22,1103.064,25.1366,792.28,42.5985,20.758,2100
Gujarat,Dahod,2006,Rabi,Gram,47700,23.1985,6.9825,32.831,2.852,11.5325,20.98,1.7893,13.313,39200
Gujarat,Dahod,2006,Rabi,Other Cereals & Millets,31700,23.1985,6.9825,32.831,2.852,11.5325,20.98,1.7893,13.313,43700
Gujarat,Dahod,2006,Rabi,Rapeseed &Mustard,300,23.1985,6.9825,32.831,2.852,11.5325,20.98,1.7893,13.313,300
Gujarat,Dahod,2006,Rabi,Wheat,56800,23.1985,6.9825,32.831,2.852,11.5325,20.98,1.7893,13.313,115700
Gujarat,Dahod,2006,Summer,Groundnut,400,31.53,18.2463333333333,40.896,6.814,16.7386666666667,305.2,2.9543,20.859,700
Gujarat,Dahod,2006,Whole Year,Dry chillies,100,27.782,31.0940833333333,40.896,1112.73,18.5024166666667,372.82,47.3421,13.313,100
Gujarat,Dahod,2006,Whole Year,Garlic,300,27.782,31.0940833333333,40.896,1112.73,18.5024166666667,372.82,47.3421,13.313,1800
Gujarat,Dahod,2006,Whole Year,Onion,600,27.782,31.0940833333333,40.896,1112.73,18.5024166666667,372.82,47.3421,13.313,13600
Gujarat,Dahod,2007,Kharif,Arhar/Tur,15400,28.851,49.778,36.642,949.404,24.7216,870.26,38.1808,20.758,21500
Gujarat,Dahod,2007,Kharif,Castor seed,200,28.851,49.778,36.642,949.404,24.7216,870.26,38.1808,20.758,400
Gujarat,Dahod,2007,Kharif,Cotton(lint),600,28.851,49.778,36.642,949.404,24.7216,870.26,38.1808,20.758,2200
Gujarat,Dahod,2007,Kharif,Groundnut,1300,28.851,49.778,36.642,949.404,24.7216,870.26,38.1808,20.758,2400
Gujarat,Dahod,2007,Kharif,Jowar,600,28.851,49.778,36.642,949.404,24.7216,870.26,38.1808,20.758,800
Gujarat,Dahod,2007,Kharif,Maize,102100,28.851,49.778,36.642,949.404,24.7216,870.26,38.1808,20.758,110300
Gujarat,Dahod,2007,Kharif,Moong(Green Gram),1100,28.851,49.778,36.642,949.404,24.7216,870.26,38.1808,20.758,600
Gujarat,Dahod,2007,Kharif,Other Cereals & Millets,800,28.851,49.778,36.642,949.404,24.7216,870.26,38.1808,20.758,500
Gujarat,Dahod,2007,Kharif,Other Kharif pulses,600,28.851,49.778,36.642,949.404,24.7216,870.26,38.1808,20.758,300
Gujarat,Dahod,2007,Kharif,Rice,39300,28.851,49.778,36.642,949.404,24.7216,870.26,38.1808,20.758,38900
Gujarat,Dahod,2007,Kharif,Sesamum,1300,28.851,49.778,36.642,949.404,24.7216,870.26,38.1808,20.758,500
Gujarat,Dahod,2007,Kharif,Urad,7800,28.851,49.778,36.642,949.404,24.7216,870.26,38.1808,20.758,3400
Gujarat,Dahod,2007,Rabi,Gram,56700,22.7795,13.6145,34.524,32.102,11.29125,16.2,3.7866,12.063,53300
Gujarat,Dahod,2007,Rabi,Other  Rabi pulses,800,22.7795,13.6145,34.524,32.102,11.29125,16.2,3.7866,12.063,500
Gujarat,Dahod,2007,Rabi,Other Cereals & Millets,33400,22.7795,13.6145,34.524,32.102,11.29125,16.2,3.7866,12.063,45100
Gujarat,Dahod,2007,Rabi,Rapeseed &Mustard,300,22.7795,13.6145,34.524,32.102,11.29125,16.2,3.7866,12.063,400
Gujarat,Dahod,2007,Rabi,Wheat,65300,22.7795,13.6145,34.524,32.102,11.29125,16.2,3.7866,12.063,146500
Gujarat,Dahod,2007,Summer,Groundnut,700,30.1466666666667,21.878,39.606,12.355,15.9183333333333,297.2,2,19.496,1200
Gujarat,Dahod,2007,Whole Year,Garlic,800,27.1510833333333,30.7485,39.606,993.861,18.044,394.55,43.9674,12.063,5100
Gujarat,Dahod,2007,Whole Year,Onion,1900,27.1510833333333,30.7485,39.606,993.861,18.044,394.55,43.9674,12.063,56000
Gujarat,Dahod,2008,Kharif,Arhar/Tur,11800,29.9906,53.4556,38.62,984.122,25.7776,633.22,40.829,23.016,13400
Gujarat,Dahod,2008,Kharif,Castor seed,300,29.9906,53.4556,38.62,984.122,25.7776,633.22,40.829,23.016,600
Gujarat,Dahod,2008,Kharif,Cotton(lint),200,29.9906,53.4556,38.62,984.122,25.7776,633.22,40.829,23.016,200
Gujarat,Dahod,2008,Kharif,Groundnut,1100,29.9906,53.4556,38.62,984.122,25.7776,633.22,40.829,23.016,1500
Gujarat,Dahod,2008,Kharif,Jowar,200,29.9906,53.4556,38.62,984.122,25.7776,633.22,40.829,23.016,200
Gujarat,Dahod,2008,Kharif,Maize,114600,29.9906,53.4556,38.62,984.122,25.7776,633.22,40.829,23.016,158000
Gujarat,Dahod,2008,Kharif,Moong(Green Gram),1300,29.9906,53.4556,38.62,984.122,25.7776,633.22,40.829,23.016,600
Gujarat,Dahod,2008,Kharif,Other Cereals & Millets,700,29.9906,53.4556,38.62,984.122,25.7776,633.22,40.829,23.016,400
Gujarat,Dahod,2008,Kharif,Other Kharif pulses,200,29.9906,53.4556,38.62,984.122,25.7776,633.22,40.829,23.016,100
Gujarat,Dahod,2008,Kharif,Rice,36100,29.9906,53.4556,38.62,984.122,25.7776,633.22,40.829,23.016,24800
Gujarat,Dahod,2008,Kharif,Sesamum,800,29.9906,53.4556,38.62,984.122,25.7776,633.22,40.829,23.016,300
Gujarat,Dahod,2008,Kharif,Urad,7300,29.9906,53.4556,38.62,984.122,25.7776,633.22,40.829,23.016,4300
Gujarat,Dahod,2008,Rabi,Gram,38700,22.67025,11.99425,33.087,6.789,11.209,17.9,2.039,12.425,28700
Gujarat,Dahod,2008,Rabi,Onion,400,22.67025,11.99425,33.087,6.789,11.209,17.9,2.039,12.425,11700
Gujarat,Dahod,2008,Rabi,Other  Rabi pulses,200,22.67025,11.99425,33.087,6.789,11.209,17.9,2.039,12.425,100
Gujarat,Dahod,2008,Rabi,Other Cereals & Millets,15600,22.67025,11.99425,33.087,6.789,11.209,17.9,2.039,12.425,20700
Gujarat,Dahod,2008,Rabi,Rapeseed &Mustard,200,22.67025,11.99425,33.087,6.789,11.209,17.9,2.039,12.425,200
Gujarat,Dahod,2008,Rabi,Wheat,24900,22.67025,11.99425,33.087,6.789,11.209,17.9,2.039,12.425,41100
Gujarat,Dahod,2008,Summer,Groundnut,200,31.473,18.9186666666667,42.05,6.88,17.195,304.44,2.4485,18.474,400
Gujarat,Dahod,2008,Whole Year,Garlic,200,27.9210833333333,31.0009166666667,42.05,997.791,18.77575,318.52,45.3165,12.425,800
Gujarat,Dahod,2009,Kharif,Arhar/Tur,14200,29.0062,55.0552,36.683,775.26,24.96,750,31.3648,20.746,13100
Gujarat,Dahod,2009,Kharif,Castor seed,100,29.0062,55.0552,36.683,775.26,24.96,750,31.3648,20.746,200
Gujarat,Dahod,2009,Kharif,Cotton(lint),100,29.0062,55.0552,36.683,775.26,24.96,750,31.3648,20.746,200
Gujarat,Dahod,2009,Kharif,Groundnut,600,29.0062,55.0552,36.683,775.26,24.96,750,31.3648,20.746,500
Gujarat,Dahod,2009,Kharif,Jowar,100,29.0062,55.0552,36.683,775.26,24.96,750,31.3648,20.746,100
Gujarat,Dahod,2009,Kharif,Maize,118100,29.0062,55.0552,36.683,775.26,24.96,750,31.3648,20.746,102600
Gujarat,Dahod,2009,Kharif,Moong(Green Gram),700,29.0062,55.0552,36.683,775.26,24.96,750,31.3648,20.746,300
Gujarat,Dahod,2009,Kharif,Other Cereals & Millets,100,29.0062,55.0552,36.683,775.26,24.96,750,31.3648,20.746,100
Gujarat,Dahod,2009,Kharif,Other Kharif pulses,100,29.0062,55.0552,36.683,775.26,24.96,750,31.3648,20.746,100
Gujarat,Dahod,2009,Kharif,Rice,29700,29.0062,55.0552,36.683,775.26,24.96,750,31.3648,20.746,7500
Gujarat,Dahod,2009,Kharif,Sesamum,300,29.0062,55.0552,36.683,775.26,24.96,750,31.3648,20.746,100
Gujarat,Dahod,2009,Kharif,Urad,7300,29.0062,55.0552,36.683,775.26,24.96,750,31.3648,20.746,2000
Gujarat,Dahod,2009,Rabi,Gram,44300,22.6795,9.53275,32.772,2.668,11.4275,17,1.6567,12.013,32200
Gujarat,Dahod,2009,Rabi,Onion,800,22.6795,9.53275,32.772,2.668,11.4275,17,1.6567,12.013,20200
Gujarat,Dahod,2009,Rabi,Other  Rabi pulses,300,22.6795,9.53275,32.772,2.668,11.4275,17,1.6567,12.013,200
Gujarat,Dahod,2009,Rabi,Rapeseed &Mustard,100,22.6795,9.53275,32.772,2.668,11.4275,17,1.6567,12.013,300
Gujarat,Dahod,2009,Rabi,Wheat,32900,22.6795,9.53275,32.772,2.668,11.4275,17,1.6567,12.013,60800
Gujarat,Dahod,2009,Summer,Groundnut,200,31.2306666666667,21.3856666666667,40.572,2.058,16.7256666666667,299.44,1,19.377,300
Gujarat,Dahod,2010,Kharif,Arhar/Tur,13800,29.4758,49.8158,37.415,674.434,25.4188,770.54,29.9658,22.386,16900
Gujarat,Dahod,2010,Kharif,Castor seed,400,29.4758,49.8158,37.415,674.434,25.4188,770.54,29.9658,22.386,800
Gujarat,Dahod,2010,Kharif,Cotton(lint),100,29.4758,49.8158,37.415,674.434,25.4188,770.54,29.9658,22.386,100
Gujarat,Dahod,2010,Kharif,Groundnut,500,29.4758,49.8158,37.415,674.434,25.4188,770.54,29.9658,22.386,1000
Gujarat,Dahod,2010,Kharif,Jowar,3600,29.4758,49.8158,37.415,674.434,25.4188,770.54,29.9658,22.386,3900
Gujarat,Dahod,2010,Kharif,Maize,120000,29.4758,49.8158,37.415,674.434,25.4188,770.54,29.9658,22.386,203900
Gujarat,Dahod,2010,Kharif,Moong(Green Gram),500,29.4758,49.8158,37.415,674.434,25.4188,770.54,29.9658,22.386,200
Gujarat,Dahod,2010,Kharif,Other Cereals & Millets,300,29.4758,49.8158,37.415,674.434,25.4188,770.54,29.9658,22.386,200
Gujarat,Dahod,2010,Kharif,Other Kharif pulses,200,29.4758,49.8158,37.415,674.434,25.4188,770.54,29.9658,22.386,100
Gujarat,Dahod,2010,Kharif,other oilseeds,300,29.4758,49.8158,37.415,674.434,25.4188,770.54,29.9658,22.386,100
Gujarat,Dahod,2010,Kharif,Rice,35800,29.4758,49.8158,37.415,674.434,25.4188,770.54,29.9658,22.386,32000
Gujarat,Dahod,2010,Kharif,Sesamum,300,29.4758,49.8158,37.415,674.434,25.4188,770.54,29.9658,22.386,100
Gujarat,Dahod,2010,Kharif,Soyabean,34500,29.4758,49.8158,37.415,674.434,25.4188,770.54,29.9658,22.386,27500
Gujarat,Dahod,2010,Kharif,Urad,8100,29.4758,49.8158,37.415,674.434,25.4188,770.54,29.9658,22.386,4800
Gujarat,Dahod,2010,Rabi,Gram,50200,23.056,8.74525,34.307,0.929,11.5145,17.94,0.7975,12.91,41200
Gujarat,Dahod,2010,Rabi,Maize,2600,23.056,8.74525,34.307,0.929,11.5145,17.94,0.7975,12.91,4900
Gujarat,Dahod,2010,Rabi,Other  Rabi pulses,500,23.056,8.74525,34.307,0.929,11.5145,17.94,0.7975,12.91,400
Gujarat,Dahod,2010,Rabi,Other Cereals & Millets,100,23.056,8.74525,34.307,0.929,11.5145,17.94,0.7975,12.91,100
Gujarat,Dahod,2010,Rabi,Rapeseed &Mustard,100,23.056,8.74525,34.307,0.929,11.5145,17.94,0.7975,12.91,200
Gujarat,Dahod,2010,Rabi,Wheat,33300,23.056,8.74525,34.307,0.929,11.5145,17.94,0.7975,12.91,65800
Gujarat,Dahod,2010,Summer,Groundnut,1000,30.7816666666667,18.5533333333333,41.106,14.529,16.307,315.4,1,18.422,1800
Gujarat,Dahod,2010,Summer,Moong(Green Gram),1600,30.7816666666667,18.5533333333333,41.106,14.529,16.307,315.4,1,18.422,800
Gujarat,Dahod,2010,Whole Year,Garlic,600,27.6623333333333,28.31,41.106,689.892,18.5060833333333,367.96,31.7633,12.91,3600
Gujarat,Dahod,2010,Whole Year,Onion,600,27.6623333333333,28.31,41.106,689.892,18.5060833333333,367.96,31.7633,12.91,17300
Gujarat,Dahod,2011,Kharif,Arhar/Tur,13300,28.7396,55.7892,36.264,694.907,24.6974,760.26,31.0648,21.918,20100
Gujarat,Dahod,2011,Kharif,Castor seed,400,28.7396,55.7892,36.264,694.907,24.6974,760.26,31.0648,21.918,800
Gujarat,Dahod,2011,Kharif,Cotton(lint),200,28.7396,55.7892,36.264,694.907,24.6974,760.26,31.0648,21.918,300
Gujarat,Dahod,2011,Kharif,Groundnut,400,28.7396,55.7892,36.264,694.907,24.6974,760.26,31.0648,21.918,600
Gujarat,Dahod,2011,Kharif,Jowar,100,28.7396,55.7892,36.264,694.907,24.6974,760.26,31.0648,21.918,100
Gujarat,Dahod,2011,Kharif,Maize,116900,28.7396,55.7892,36.264,694.907,24.6974,760.26,31.0648,21.918,141100
Gujarat,Dahod,2011,Kharif,Moong(Green Gram),600,28.7396,55.7892,36.264,694.907,24.6974,760.26,31.0648,21.918,200
Gujarat,Dahod,2011,Kharif,Other Cereals & Millets,200,28.7396,55.7892,36.264,694.907,24.6974,760.26,31.0648,21.918,100
Gujarat,Dahod,2011,Kharif,Other Kharif pulses,300,28.7396,55.7892,36.264,694.907,24.6974,760.26,31.0648,21.918,100
Gujarat,Dahod,2011,Kharif,Rice,36200,28.7396,55.7892,36.264,694.907,24.6974,760.26,31.0648,21.918,31700
Gujarat,Dahod,2011,Kharif,Sesamum,100,28.7396,55.7892,36.264,694.907,24.6974,760.26,31.0648,21.918,100
Gujarat,Dahod,2011,Kharif,Soyabean,29300,28.7396,55.7892,36.264,694.907,24.6974,760.26,31.0648,21.918,22700
Gujarat,Dahod,2011,Kharif,Urad,11100,28.7396,55.7892,36.264,694.907,24.6974,760.26,31.0648,21.918,6300
Gujarat,Dahod,2011,Rabi,Gram,51100,22.97925,10.028,33.323,1.251,11.462,19.08,0.8783,12.141,50700
Gujarat,Dahod,2011,Rabi,Maize,32900,22.97925,10.028,33.323,1.251,11.462,19.08,0.8783,12.141,60000
Gujarat,Dahod,2011,Rabi,Onion,1600,22.97925,10.028,33.323,1.251,11.462,19.08,0.8783,12.141,48400
Gujarat,Dahod,2011,Rabi,Other  Rabi pulses,100,22.97925,10.028,33.323,1.251,11.462,19.08,0.8783,12.141,100
Gujarat,Dahod,2011,Rabi,Other Cereals & Millets,1800,22.97925,10.028,33.323,1.251,11.462,19.08,0.8783,12.141,1500
Gujarat,Dahod,2011,Rabi,Rapeseed &Mustard,100,22.97925,10.028,33.323,1.251,11.462,19.08,0.8783,12.141,100
Gujarat,Dahod,2011,Rabi,Wheat,36900,22.97925,10.028,33.323,1.251,11.462,19.08,0.8783,12.141,87800
Gujarat,Dahod,2011,Summer,Groundnut,1000,30.647,21.9933333333333,40.158,21.022,16.3666666666667,301.1,2.3909,19.048,1900
Gujarat,Dahod,2011,Summer,Moong(Green Gram),2100,30.647,21.9933333333333,40.158,21.022,16.3666666666667,301.1,2.3909,19.048,800
Gujarat,Dahod,2011,Whole Year,Garlic,1200,27.2963333333333,32.0865,40.158,717.18,18.2029166666667,360.15,34.334,12.141,7500
Gujarat,Dahod,2011,Whole Year,other oilseeds,300,27.2963333333333,32.0865,40.158,717.18,18.2029166666667,360.15,34.334,12.141,100
Gujarat,Dahod,2012,Kharif,Arhar/Tur,13100,29.2894,51.8,37.28,575.18,25.3076,770.1,24.6095,22.319,18900
Gujarat,Dahod,2012,Kharif,Castor seed,500,29.2894,51.8,37.28,575.18,25.3076,770.1,24.6095,22.319,1100
Gujarat,Dahod,2012,Kharif,Cotton(lint),1600,29.2894,51.8,37.28,575.18,25.3076,770.1,24.6095,22.319,900
Gujarat,Dahod,2012,Kharif,Groundnut,500,29.2894,51.8,37.28,575.18,25.3076,770.1,24.6095,22.319,200
Gujarat,Dahod,2012,Kharif,Jowar,300,29.2894,51.8,37.28,575.18,25.3076,770.1,24.6095,22.319,400
Gujarat,Dahod,2012,Kharif,Maize,119100,29.2894,51.8,37.28,575.18,25.3076,770.1,24.6095,22.319,200500
Gujarat,Dahod,2012,Kharif,Moong(Green Gram),500,29.2894,51.8,37.28,575.18,25.3076,770.1,24.6095,22.319,200
Gujarat,Dahod,2012,Kharif,Other Cereals & Millets,200,29.2894,51.8,37.28,575.18,25.3076,770.1,24.6095,22.319,100
Gujarat,Dahod,2012,Kharif,Other Kharif pulses,300,29.2894,51.8,37.28,575.18,25.3076,770.1,24.6095,22.319,100
Gujarat,Dahod,2012,Kharif,Rice,31800,29.2894,51.8,37.28,575.18,25.3076,770.1,24.6095,22.319,35800
Gujarat,Dahod,2012,Kharif,Sesamum,300,29.2894,51.8,37.28,575.18,25.3076,770.1,24.6095,22.319,100
Gujarat,Dahod,2012,Kharif,Soyabean,32600,29.2894,51.8,37.28,575.18,25.3076,770.1,24.6095,22.319,25700
Gujarat,Dahod,2012,Kharif,Urad,11100,29.2894,51.8,37.28,575.18,25.3076,770.1,24.6095,22.319,7600
Gujarat,Dahod,2012,Rabi,Gram,48700,23.018,11.68425,33.682,3.587,11.66375,18.46,2.0194,11.724,47200
Gujarat,Dahod,2012,Rabi,Maize,31600,23.018,11.68425,33.682,3.587,11.66375,18.46,2.0194,11.724,60000
Gujarat,Dahod,2012,Rabi,Onion,1700,23.018,11.68425,33.682,3.587,11.66375,18.46,2.0194,11.724,42000
Gujarat,Dahod,2012,Rabi,Other  Rabi pulses,100,23.018,11.68425,33.682,3.587,11.66375,18.46,2.0194,11.724,100
Gujarat,Dahod,2012,Rabi,Rapeseed &Mustard,100,23.018,11.68425,33.682,3.587,11.66375,18.46,2.0194,11.724,200
Gujarat,Dahod,2012,Rabi,Wheat,48700,23.018,11.68425,33.682,3.587,11.66375,18.46,2.0194,11.724,151300
Gujarat,Dahod,2012,Summer,Groundnut,1100,31.4816666666667,29.594,41.372,10.52,16.9326666666667,306.32,2.6387,19.396,2600
